"label","col 1","col 2","col 3","col 4","row_type","anbr","indentme","roworder","newrows"
"APPLICATION SITE INDURATION","0","0","0","0","VALUE",4,1,28,0
"Skin and subcutaneous tissue disorders","62 (49.2%)","7 (53.8%)","15 (45.5%)","40 (50.0%)","VALUE",5,0,28,1
"PRURITUS","34 (27.0%)","5 (38.5%)","9 (27.3%)","20 (25.0%)","VALUE",5,1,29,0
"ERYTHEMA","20 (15.9%)","4 (30.8%)","4 (12.1%)","12 (15.0%)","VALUE",5,1,30,0
"RASH","14 (11.1%)","0","3 (9.1%)","11 (13.8%)","VALUE",5,1,31,0
"HYPERHIDROSIS","12 (9.5%)","1 (7.7%)","3 (9.1%)","8 (10.0%)","VALUE",5,1,32,0
"SKIN IRRITATION","8 (6.3%)","0","1 (3.0%)","7 (8.8%)","VALUE",5,1,33,0
"BLISTER","3 (2.4%)","0","0","3 (3.8%)","VALUE",5,1,34,0
"RASH PRURITIC","3 (2.4%)","0","1 (3.0%)","2 (2.5%)","VALUE",5,1,35,0
"URTICARIA","2 (1.6%)","0","1 (3.0%)","1 (1.2%)","VALUE",5,1,36,0
"ACTINIC KERATOSIS","1 (0.8%)","1 (7.7%)","0","0","VALUE",5,1,37,0
"PRURITUS GENERALISED","1 (0.8%)","0","0","1 (1.2%)","VALUE",5,1,38,0
"RASH ERYTHEMATOUS","1 (0.8%)","0","1 (3.0%)","0","VALUE",5,1,39,0
"RASH MACULO-PAPULAR","1 (0.8%)","0","1 (3.0%)","0","VALUE",5,1,40,0
"SKIN ODOUR ABNORMAL","1 (0.8%)","1 (7.7%)","0","0","VALUE",5,1,41,0
"ALOPECIA","0","0","0","0","VALUE",5,1,42,0
"DRUG ERUPTION","0","0","0","0","VALUE",5,1,43,0
"SKIN ULCER","0","0","0","0","VALUE",5,1,44,0
"Nervous system disorders","36 (28.6%)","3 (23.1%)","9 (27.3%)","24 (30.0%)","VALUE",6,0,44,1
"DIZZINESS","16 (12.7%)","1 (7.7%)","6 (18.2%)","9 (11.2%)","VALUE",6,1,45,0
"HEADACHE","8 (6.3%)","1 (7.7%)","2 (6.1%)","5 (6.2%)","VALUE",6,1,46,0
"SYNCOPE","4 (3.2%)","0","0","4 (5.0%)","VALUE",6,1,47,0
"SOMNOLENCE","3 (2.4%)","0","0","3 (3.8%)","VALUE",6,1,48,0
"TRANSIENT ISCHAEMIC ATTACK","3 (2.4%)","0","1 (3.0%)","2 (2.5%)","VALUE",6,1,49,0
"BALANCE DISORDER","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,50,0
"BURNING SENSATION","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,51,0
"COGNITIVE DISORDER","1 (0.8%)","0","1 (3.0%)","0","VALUE",6,1,52,0
"COMPLEX PARTIAL SEIZURES","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,53,0
"COORDINATION ABNORMAL","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,54,0
"HEMIANOPIA HOMONYMOUS","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,55,0
"HYPERSOMNIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,56,0
"LETHARGY","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,57,0
"PARAESTHESIA","1 (0.8%)","1 (7.7%)","0","0","VALUE",6,1,58,0
"PARAESTHESIA ORAL","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,59,0
"PAROSMIA","1 (0.8%)","1 (7.7%)","0","0","VALUE",6,1,60,0
"PARTIAL SEIZURES WITH SECONDARY GENERALISATION","1 (0.8%)","0","1 (3.0%)","0","VALUE",6,1,61,0
"STUPOR","1 (0.8%)","0","1 (3.0%)","0","VALUE",6,1,62,0
"SYNCOPE VASOVAGAL","1 (0.8%)","0","0","1 (1.2%)","VALUE",6,1,63,0
"PARKINSON'S DISEASE","0","0","0","0","VALUE",6,1,64,0
"PSYCHOMOTOR HYPERACTIVITY","0","0","0","0","VALUE",6,1,65,0
"Gastrointestinal disorders","24 (19.0%)","4 (30.8%)","4 (12.1%)","16 (20.0%)","VALUE",7,0,65,1
"NAUSEA","7 (5.6%)","1 (7.7%)","2 (6.1%)","4 (5.0%)","VALUE",7,1,66,0
"VOMITING","7 (5.6%)","1 (7.7%)","2 (6.1%)","4 (5.0%)","VALUE",7,1,67,0
"DIARRHOEA","5 (4.0%)","0","1 (3.0%)","4 (5.0%)","VALUE",7,1,68,0
"SALIVARY HYPERSECRETION","4 (3.2%)","3 (23.1%)","0","1 (1.2%)","VALUE",7,1,69,0
"ABDOMINAL PAIN","2 (1.6%)","0","0","2 (2.5%)","VALUE",7,1,70,0
"ABDOMINAL DISCOMFORT","1 (0.8%)","0","0","1 (1.2%)","VALUE",7,1,71,0
"DYSPEPSIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",7,1,72,0
"RECTAL HAEMORRHAGE","1 (0.8%)","0","0","1 (1.2%)","VALUE",7,1,73,0
"STOMACH DISCOMFORT","1 (0.8%)","1 (7.7%)","0","0","VALUE",7,1,74,0
"CONSTIPATION","0","0","0","0","VALUE",7,1,75,0
"GASTROOESOPHAGEAL REFLUX DISEASE","0","0","0","0","VALUE",7,1,76,0
"GLOSSITIS","0","0","0","0","VALUE",7,1,77,0
"HIATUS HERNIA","0","0","0","0","VALUE",7,1,78,0
"Cardiac disorders","22 (17.5%)","1 (7.7%)","2 (6.1%)","19 (23.8%)","VALUE",8,0,78,1
"SINUS BRADYCARDIA","11 (8.7%)","1 (7.7%)","2 (6.1%)","8 (10.0%)","VALUE",8,1,79,0
"MYOCARDIAL INFARCTION","4 (3.2%)","0","0","4 (5.0%)","VALUE",8,1,80,0
"ATRIAL FIBRILLATION","3 (2.4%)","0","0","3 (3.8%)","VALUE",8,1,81,0
"VENTRICULAR EXTRASYSTOLES","3 (2.4%)","0","0","3 (3.8%)","VALUE",8,1,82,0
"ATRIAL FLUTTER","2 (1.6%)","0","0","2 (2.5%)","VALUE",8,1,83,0
"PALPITATIONS","2 (1.6%)","0","1 (3.0%)","1 (1.2%)","VALUE",8,1,84,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,85,0
"BUNDLE BRANCH BLOCK RIGHT","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,86,0
"CARDIAC DISORDER","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,87,0
"SUPRAVENTRICULAR EXTRASYSTOLES","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,88,0
"SUPRAVENTRICULAR TACHYCARDIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,89,0
"WOLFF-PARKINSON-WHITE SYNDROME","1 (0.8%)","0","0","1 (1.2%)","VALUE",8,1,90,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","0","VALUE",8,1,91,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","0","VALUE",8,1,92,0
"SINUS ARRHYTHMIA","0","0","0","0","VALUE",8,1,93,0
"TACHYCARDIA","0","0","0","0","VALUE",8,1,94,0
"Infections and infestations","15 (11.9%)","3 (23.1%)","1 (3.0%)","11 (13.8%)","VALUE",9,0,94,1
"NASOPHARYNGITIS","6 (4.8%)","0","1 (3.0%)","5 (6.2%)","VALUE",9,1,95,0
"INFLUENZA","2 (1.6%)","0","0","2 (2.5%)","VALUE",9,1,96,0
"UPPER RESPIRATORY TRACT INFECTION","2 (1.6%)","1 (7.7%)","0","1 (1.2%)","VALUE",9,1,97,0
"CELLULITIS","1 (0.8%)","0","0","1 (1.2%)","VALUE",9,1,98,0
"HORDEOLUM","1 (0.8%)","1 (7.7%)","0","0","VALUE",9,1,99,0
"LOWER RESPIRATORY TRACT INFECTION","1 (0.8%)","1 (7.7%)","0","0","VALUE",9,1,100,0
"PNEUMONIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",9,1,101,0
"RHINITIS","1 (0.8%)","1 (7.7%)","0","0","VALUE",9,1,102,0
"URINARY TRACT INFECTION","1 (0.8%)","0","0","1 (1.2%)","VALUE",9,1,103,0
"BRONCHITIS","0","0","0","0","VALUE",9,1,104,0
"CERVICITIS","0","0","0","0","VALUE",9,1,105,0
"EAR INFECTION","0","0","0","0","VALUE",9,1,106,0
"GASTROENTERITIS VIRAL","0","0","0","0","VALUE",9,1,107,0
"LOCALISED INFECTION","0","0","0","0","VALUE",9,1,108,0
"VAGINAL MYCOSIS","0","0","0","0","VALUE",9,1,109,0
"Psychiatric disorders","14 (11.1%)","1 (7.7%)","5 (15.2%)","8 (10.0%)","VALUE",10,0,109,1
"CONFUSIONAL STATE","4 (3.2%)","0","2 (6.1%)","2 (2.5%)","VALUE",10,1,110,0
"AGITATION","2 (1.6%)","0","0","2 (2.5%)","VALUE",10,1,111,0
"ANXIETY","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,112,0
"DELIRIUM","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,113,0
"DELUSION","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,114,0
"DEPRESSED MOOD","1 (0.8%)","0","1 (3.0%)","0","VALUE",10,1,115,0
"HALLUCINATION","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,116,0
"HALLUCINATION, VISUAL","1 (0.8%)","0","1 (3.0%)","0","VALUE",10,1,117,0
"INSOMNIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,118,0
"IRRITABILITY","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,119,0
"LIBIDO DECREASED","1 (0.8%)","1 (7.7%)","0","0","VALUE",10,1,120,0
"LISTLESS","1 (0.8%)","1 (7.7%)","0","0","VALUE",10,1,121,0
"NIGHTMARE","1 (0.8%)","0","1 (3.0%)","0","VALUE",10,1,122,0
"RESTLESSNESS","1 (0.8%)","0","0","1 (1.2%)","VALUE",10,1,123,0
"DISORIENTATION","0","0","0","0","VALUE",10,1,124,0
"DISTURBANCE IN SEXUAL AROUSAL","0","0","0","0","VALUE",10,1,125,0
"Respiratory, thoracic and mediastinal disorders","13 (10.3%)","4 (30.8%)","3 (9.1%)","6 (7.5%)","VALUE",11,0,125,1
"COUGH","7 (5.6%)","1 (7.7%)","1 (3.0%)","5 (6.2%)","VALUE",11,1,126,0
"NASAL CONGESTION","3 (2.4%)","2 (15.4%)","1 (3.0%)","0","VALUE",11,1,127,0
"EPISTAXIS","2 (1.6%)","2 (15.4%)","0","0","VALUE",11,1,128,0
"RHINORRHOEA","2 (1.6%)","1 (7.7%)","0","1 (1.2%)","VALUE",11,1,129,0
"ALLERGIC GRANULOMATOUS ANGIITIS","1 (0.8%)","0","1 (3.0%)","0","VALUE",11,1,130,0
"DYSPHONIA","1 (0.8%)","0","1 (3.0%)","0","VALUE",11,1,131,0
"DYSPNOEA","1 (0.8%)","0","0","1 (1.2%)","VALUE",11,1,132,0
"PHARYNGOLARYNGEAL PAIN","1 (0.8%)","1 (7.7%)","0","0","VALUE",11,1,133,0
"PRODUCTIVE COUGH","1 (0.8%)","1 (7.7%)","0","0","VALUE",11,1,134,0
"RESPIRATORY TRACT CONGESTION","1 (0.8%)","1 (7.7%)","0","0","VALUE",11,1,135,0
"EMPHYSEMA","0","0","0","0","VALUE",11,1,136,0
"POSTNASAL DRIP","0","0","0","0","VALUE",11,1,137,0
"Investigations","12 (9.5%)","0","5 (15.2%)","7 (8.8%)","VALUE",12,0,137,1
"BLOOD GLUCOSE INCREASED","2 (1.6%)","0","0","2 (2.5%)","VALUE",12,1,138,0
"ELECTROCARDIOGRAM T WAVE INVERSION","2 (1.6%)","0","1 (3.0%)","1 (1.2%)","VALUE",12,1,139,0
"BIOPSY","1 (0.8%)","0","1 (3.0%)","0","VALUE",12,1,140,0
"BIOPSY PROSTATE","1 (0.8%)","0","1 (3.0%)","0","VALUE",12,1,141,0
"BLOOD CHOLESTEROL INCREASED","1 (0.8%)","0","1 (3.0%)","0","VALUE",12,1,142,0
"BODY TEMPERATURE INCREASED","1 (0.8%)","0","0","1 (1.2%)","VALUE",12,1,143,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","1 (0.8%)","0","0","1 (1.2%)","VALUE",12,1,144,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (0.8%)","0","0","1 (1.2%)","VALUE",12,1,145,0
"NASAL MUCOSA BIOPSY","1 (0.8%)","0","0","1 (1.2%)","VALUE",12,1,146,0
"WEIGHT DECREASED","1 (0.8%)","0","1 (3.0%)","0","VALUE",12,1,147,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","0","VALUE",12,1,148,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","0","VALUE",12,1,149,0
"BLOOD URINE PRESENT","0","0","0","0","VALUE",12,1,150,0
"CYSTOSCOPY","0","0","0","0","VALUE",12,1,151,0
"Musculoskeletal and connective tissue disorders","9 (7.1%)","2 (15.4%)","0","7 (8.8%)","VALUE",13,0,151,1
"BACK PAIN","3 (2.4%)","0","0","3 (3.8%)","VALUE",13,1,152,0
"ARTHRALGIA","2 (1.6%)","0","0","2 (2.5%)","VALUE",13,1,153,0
"FLANK PAIN","1 (0.8%)","1 (7.7%)","0","0","VALUE",13,1,154,0
"MUSCLE SPASMS","1 (0.8%)","0","0","1 (1.2%)","VALUE",13,1,155,0
"MUSCULAR WEAKNESS","1 (0.8%)","0","0","1 (1.2%)","VALUE",13,1,156,0
"MYALGIA","1 (0.8%)","1 (7.7%)","0","0","VALUE",13,1,157,0
"SHOULDER PAIN","1 (0.8%)","0","0","1 (1.2%)","VALUE",13,1,158,0
"Injury, poisoning and procedural complications","8 (6.3%)","1 (7.7%)","2 (6.1%)","5 (6.2%)","VALUE",14,0,158,1
"CONTUSION","3 (2.4%)","1 (7.7%)","0","2 (2.5%)","VALUE",14,1,159,0
"FALL","3 (2.4%)","0","0","3 (3.8%)","VALUE",14,1,160,0
"EXCORIATION","2 (1.6%)","0","2 (6.1%)","0","VALUE",14,1,161,0
"SKIN LACERATION","2 (1.6%)","0","0","2 (2.5%)","VALUE",14,1,162,0
"FACIAL BONES FRACTURE","1 (0.8%)","0","0","1 (1.2%)","VALUE",14,1,163,0
"JOINT DISLOCATION","1 (0.8%)","0","0","1 (1.2%)","VALUE",14,1,164,0
"WOUND","1 (0.8%)","0","0","1 (1.2%)","VALUE",14,1,165,0
"HIP FRACTURE","0","0","0","0","VALUE",14,1,166,0
"Renal and urinary disorders","5 (4.0%)","1 (7.7%)","0","4 (5.0%)","VALUE",15,0,166,1
"CALCULUS URETHRAL","1 (0.8%)","1 (7.7%)","0","0","VALUE",15,1,167,0
"DYSURIA","1 (0.8%)","0","0","1 (1.2%)","VALUE",15,1,168,0
"INCONTINENCE","1 (0.8%)","0","0","1 (1.2%)","VALUE",15,1,169,0
"MICTURITION URGENCY","1 (0.8%)","0","0","1 (1.2%)","VALUE",15,1,170,0
"NEPHROLITHIASIS","1 (0.8%)","0","0","1 (1.2%)","VALUE",15,1,171,0
"Vascular disorders","4 (3.2%)","0","1 (3.0%)","3 (3.8%)","VALUE",16,0,171,1
"HOT FLUSH","1 (0.8%)","0","0","1 (1.2%)","VALUE",16,1,172,0
"HYPERTENSION","1 (0.8%)","0","0","1 (1.2%)","VALUE",16,1,173,0
"HYPOTENSION","1 (0.8%)","0","0","1 (1.2%)","VALUE",16,1,174,0
"WOUND HAEMORRHAGE","1 (0.8%)","0","1 (3.0%)","0","VALUE",16,1,175,0
"ORTHOSTATIC HYPOTENSION","0","0","0","0","VALUE",16,1,176,0
"Ear and labyrinth disorders","3 (2.4%)","0","0","3 (3.8%)","VALUE",17,0,176,1
"VERTIGO","2 (1.6%)","0","0","2 (2.5%)","VALUE",17,1,177,0
"CERUMEN IMPACTION","1 (0.8%)","0","0","1 (1.2%)","VALUE",17,1,178,0
"EAR PAIN","0","0","0","0","VALUE",17,1,179,0
"Eye disorders","3 (2.4%)","0","1 (3.0%)","2 (2.5%)","VALUE",18,0,179,1
"VISION BLURRED","2 (1.6%)","0","1 (3.0%)","1 (1.2%)","VALUE",18,1,180,0
"CONJUNCTIVAL HAEMORRHAGE","1 (0.8%)","0","0","1 (1.2%)","VALUE",18,1,181,0
"CONJUNCTIVITIS","0","0","0","0","VALUE",18,1,182,0
"EYE ALLERGY","0","0","0","0","VALUE",18,1,183,0
"EYE PRURITUS","0","0","0","0","VALUE",18,1,184,0
"EYE SWELLING","0","0","0","0","VALUE",18,1,185,0
"Reproductive system and breast disorders","3 (2.4%)","0","2 (6.1%)","1 (1.2%)","VALUE",19,0,185,1
"ABNORMAL UTERINE BLEEDING","1 (0.8%)","0","0","1 (1.2%)","VALUE",19,1,186,0
"BENIGN PROSTATIC HYPERPLASIA","1 (0.8%)","0","1 (3.0%)","0","VALUE",19,1,187,0
"ERECTILE DYSFUNCTION","1 (0.8%)","0","1 (3.0%)","0","VALUE",19,1,188,0
"PELVIC PAIN","0","0","0","0","VALUE",19,1,189,0
"Congenital, familial and genetic disorders","2 (1.6%)","0","0","2 (2.5%)","VALUE",20,0,189,1
"VENTRICULAR SEPTAL DEFECT","2 (1.6%)","0","0","2 (2.5%)","VALUE",20,1,190,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","2 (1.6%)","0","0","2 (2.5%)","VALUE",21,0,190,1
"COLON CANCER","1 (0.8%)","0","0","1 (1.2%)","VALUE",21,1,191,0
"PROSTATE CANCER","1 (0.8%)","0","0","1 (1.2%)","VALUE",21,1,192,0
"Endocrine disorders","1 (0.8%)","0","0","1 (1.2%)","VALUE",22,0,192,1
"BLEEDING ANOVULATORY","1 (0.8%)","0","0","1 (1.2%)","VALUE",22,1,193,0
"Metabolism and nutrition disorders","1 (0.8%)","0","0","1 (1.2%)","VALUE",23,0,193,1
"INCREASED APPETITE","1 (0.8%)","0","0","1 (1.2%)","VALUE",23,1,194,0
"DECREASED APPETITE","0","0","0","0","VALUE",23,1,195,0
"DEHYDRATION","0","0","0","0","VALUE",23,1,196,0
"Surgical and medical procedures","1 (0.8%)","0","0","1 (1.2%)","VALUE",24,0,196,1
"ACROCHORDON EXCISION","1 (0.8%)","0","0","1 (1.2%)","VALUE",24,1,197,0
"CATARACT OPERATION","0","0","0","0","VALUE",24,1,198,0
"EYE LASER SURGERY","0","0","0","0","VALUE",24,1,199,0
