"label","col 1","col 2","col 3","col 4","col 5","row_type","anbr","indentme","roworder","newrows"
"MYOCARDIAL INFARCTION","2 (2.2%)","0","0","0","2 (3.7%)","VALUE",8,1,86,0
"VENTRICULAR EXTRASYSTOLES","2 (2.2%)","0","1 (8.3%)","0","1 (1.9%)","VALUE",8,1,87,0
"ATRIAL FIBRILLATION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",8,1,88,0
"ATRIAL FLUTTER","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",8,1,89,0
"ATRIOVENTRICULAR BLOCK FIRST DEGREE","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",8,1,90,0
"BUNDLE BRANCH BLOCK RIGHT","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",8,1,91,0
"CARDIAC DISORDER","0","0","0","0","0","VALUE",8,1,92,0
"PALPITATIONS","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",8,1,93,0
"SUPRAVENTRICULAR EXTRASYSTOLES","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",8,1,94,0
"SUPRAVENTRICULAR TACHYCARDIA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",8,1,95,0
"WOLFF-PARKINSON-WHITE SYNDROME","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",8,1,96,0
"ATRIAL HYPERTROPHY","0","0","0","0","0","VALUE",8,1,97,0
"ATRIOVENTRICULAR BLOCK SECOND DEGREE","0","0","0","0","0","VALUE",8,1,98,0
"BRADYCARDIA","0","0","0","0","0","VALUE",8,1,99,0
"BUNDLE BRANCH BLOCK LEFT","0","0","0","0","0","VALUE",8,1,100,0
"CARDIAC FAILURE CONGESTIVE","0","0","0","0","0","VALUE",8,1,101,0
"SINUS ARRHYTHMIA","0","0","0","0","0","VALUE",8,1,102,0
"TACHYCARDIA","0","0","0","0","0","VALUE",8,1,103,0
"VENTRICULAR HYPERTROPHY","0","0","0","0","0","VALUE",8,1,104,0
"Infections and infestations","9 (10.1%)","2 (18.2%)","2 (16.7%)","1 (8.3%)","4 (7.4%)","VALUE",9,0,104,1
"NASOPHARYNGITIS","4 (4.5%)","1 (9.1%)","2 (16.7%)","0","1 (1.9%)","VALUE",9,1,105,0
"UPPER RESPIRATORY TRACT INFECTION","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",9,1,106,0
"INFLUENZA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",9,1,107,0
"CELLULITIS","1 (1.1%)","1 (9.1%)","0","0","0","VALUE",9,1,108,0
"HORDEOLUM","0","0","0","0","0","VALUE",9,1,109,0
"LOWER RESPIRATORY TRACT INFECTION","0","0","0","0","0","VALUE",9,1,110,0
"PNEUMONIA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",9,1,111,0
"RHINITIS","0","0","0","0","0","VALUE",9,1,112,0
"URINARY TRACT INFECTION","0","0","0","0","0","VALUE",9,1,113,0
"VIRAL INFECTION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",9,1,114,0
"BRONCHITIS","0","0","0","0","0","VALUE",9,1,115,0
"CERVICITIS","0","0","0","0","0","VALUE",9,1,116,0
"CYSTITIS","0","0","0","0","0","VALUE",9,1,117,0
"EAR INFECTION","0","0","0","0","0","VALUE",9,1,118,0
"GASTROENTERITIS VIRAL","0","0","0","0","0","VALUE",9,1,119,0
"LOCALISED INFECTION","0","0","0","0","0","VALUE",9,1,120,0
"VAGINAL MYCOSIS","0","0","0","0","0","VALUE",9,1,121,0
"Respiratory, thoracic and mediastinal disorders","8 (9.0%)","1 (9.1%)","0","0","7 (13.0%)","VALUE",10,0,121,1
"COUGH","5 (5.6%)","1 (9.1%)","0","0","4 (7.4%)","VALUE",10,1,122,0
"NASAL CONGESTION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",10,1,123,0
"EPISTAXIS","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",10,1,124,0
"DYSPNOEA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",10,1,125,0
"PHARYNGOLARYNGEAL PAIN","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",10,1,126,0
"RHINORRHOEA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",10,1,127,0
"ALLERGIC GRANULOMATOUS ANGIITIS","0","0","0","0","0","VALUE",10,1,128,0
"PHARYNGEAL ERYTHEMA","0","0","0","0","0","VALUE",10,1,129,0
"PRODUCTIVE COUGH","0","0","0","0","0","VALUE",10,1,130,0
"RESPIRATORY TRACT CONGESTION","0","0","0","0","0","VALUE",10,1,131,0
"EMPHYSEMA","0","0","0","0","0","VALUE",10,1,132,0
"HAEMOPTYSIS","0","0","0","0","0","VALUE",10,1,133,0
"POSTNASAL DRIP","0","0","0","0","0","VALUE",10,1,134,0
"RALES","0","0","0","0","0","VALUE",10,1,135,0
"Psychiatric disorders","9 (10.1%)","1 (9.1%)","1 (8.3%)","2 (16.7%)","5 (9.3%)","VALUE",11,0,135,1
"AGITATION","3 (3.4%)","0","0","1 (8.3%)","2 (3.7%)","VALUE",11,1,136,0
"CONFUSIONAL STATE","2 (2.2%)","1 (9.1%)","0","0","1 (1.9%)","VALUE",11,1,137,0
"ANXIETY","2 (2.2%)","0","1 (8.3%)","0","1 (1.9%)","VALUE",11,1,138,0
"INSOMNIA","0","0","0","0","0","VALUE",11,1,139,0
"DELIRIUM","0","0","0","0","0","VALUE",11,1,140,0
"DELUSION","0","0","0","0","0","VALUE",11,1,141,0
"DISTURBANCE IN SEXUAL AROUSAL","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",11,1,142,0
"HALLUCINATION","0","0","0","0","0","VALUE",11,1,143,0
"IRRITABILITY","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",11,1,144,0
"LIBIDO DECREASED","0","0","0","0","0","VALUE",11,1,145,0
"LISTLESS","0","0","0","0","0","VALUE",11,1,146,0
"NIGHTMARE","0","0","0","0","0","VALUE",11,1,147,0
"RESTLESSNESS","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",11,1,148,0
"COMPLETED SUICIDE","0","0","0","0","0","VALUE",11,1,149,0
"DISORIENTATION","0","0","0","0","0","VALUE",11,1,150,0
"Musculoskeletal and connective tissue disorders","6 (6.7%)","2 (18.2%)","0","0","4 (7.4%)","VALUE",12,0,150,1
"BACK PAIN","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",12,1,151,0
"ARTHRALGIA","1 (1.1%)","1 (9.1%)","0","0","0","VALUE",12,1,152,0
"MUSCLE SPASMS","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",12,1,153,0
"SHOULDER PAIN","2 (2.2%)","1 (9.1%)","0","0","1 (1.9%)","VALUE",12,1,154,0
"ARTHRITIS","0","0","0","0","0","VALUE",12,1,155,0
"FLANK PAIN","0","0","0","0","0","VALUE",12,1,156,0
"MUSCULAR WEAKNESS","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",12,1,157,0
"MYALGIA","0","0","0","0","0","VALUE",12,1,158,0
"PAIN IN EXTREMITY","0","0","0","0","0","VALUE",12,1,159,0
"Investigations","7 (7.9%)","0","0","1 (8.3%)","6 (11.1%)","VALUE",13,0,159,1
"BLOOD GLUCOSE INCREASED","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,160,0
"BIOPSY","0","0","0","0","0","VALUE",13,1,161,0
"BIOPSY PROSTATE","0","0","0","0","0","VALUE",13,1,162,0
"BLOOD CHOLESTEROL INCREASED","0","0","0","0","0","VALUE",13,1,163,0
"BODY TEMPERATURE INCREASED","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,164,0
"ELECTROCARDIOGRAM ST SEGMENT DEPRESSION","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",13,1,165,0
"ELECTROCARDIOGRAM T WAVE AMPLITUDE DECREASED","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,166,0
"ELECTROCARDIOGRAM T WAVE INVERSION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,167,0
"NASAL MUCOSA BIOPSY","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,168,0
"WEIGHT DECREASED","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",13,1,169,0
"BLOOD ALKALINE PHOSPHATASE INCREASED","0","0","0","0","0","VALUE",13,1,170,0
"BLOOD CREATINE PHOSPHOKINASE INCREASED","0","0","0","0","0","VALUE",13,1,171,0
"BLOOD URINE PRESENT","0","0","0","0","0","VALUE",13,1,172,0
"CYSTOSCOPY","0","0","0","0","0","VALUE",13,1,173,0
"HEART RATE INCREASED","0","0","0","0","0","VALUE",13,1,174,0
"HEART RATE IRREGULAR","0","0","0","0","0","VALUE",13,1,175,0
"Injury, poisoning and procedural complications","5 (5.6%)","1 (9.1%)","1 (8.3%)","0","3 (5.6%)","VALUE",14,0,175,1
"CONTUSION","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",14,1,176,0
"FALL","2 (2.2%)","1 (9.1%)","1 (8.3%)","0","0","VALUE",14,1,177,0
"EXCORIATION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",14,1,178,0
"SKIN LACERATION","2 (2.2%)","1 (9.1%)","0","0","1 (1.9%)","VALUE",14,1,179,0
"FACIAL BONES FRACTURE","0","0","0","0","0","VALUE",14,1,180,0
"HIP FRACTURE","0","0","0","0","0","VALUE",14,1,181,0
"JOINT DISLOCATION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",14,1,182,0
"WOUND","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",14,1,183,0
"Renal and urinary disorders","3 (3.4%)","1 (9.1%)","0","1 (8.3%)","1 (1.9%)","VALUE",15,0,183,1
"MICTURITION URGENCY","1 (1.1%)","1 (9.1%)","0","0","0","VALUE",15,1,184,0
"CALCULUS URETHRAL","0","0","0","0","0","VALUE",15,1,185,0
"DYSURIA","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",15,1,186,0
"INCONTINENCE","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",15,1,187,0
"NEPHROLITHIASIS","0","0","0","0","0","VALUE",15,1,188,0
"Vascular disorders","3 (3.4%)","0","0","0","3 (5.6%)","VALUE",16,0,188,1
"HOT FLUSH","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",16,1,189,0
"HYPERTENSION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",16,1,190,0
"HYPOTENSION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",16,1,191,0
"WOUND HAEMORRHAGE","0","0","0","0","0","VALUE",16,1,192,0
"ORTHOSTATIC HYPOTENSION","0","0","0","0","0","VALUE",16,1,193,0
"Ear and labyrinth disorders","2 (2.2%)","0","1 (8.3%)","1 (8.3%)","0","VALUE",17,0,193,1
"VERTIGO","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",17,1,194,0
"CERUMEN IMPACTION","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",17,1,195,0
"EAR PAIN","0","0","0","0","0","VALUE",17,1,196,0
"Eye disorders","2 (2.2%)","0","1 (8.3%)","1 (8.3%)","0","VALUE",18,0,196,1
"VISION BLURRED","1 (1.1%)","0","0","1 (8.3%)","0","VALUE",18,1,197,0
"CONJUNCTIVAL HAEMORRHAGE","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",18,1,198,0
"CONJUNCTIVITIS","0","0","0","0","0","VALUE",18,1,199,0
"EYE ALLERGY","0","0","0","0","0","VALUE",18,1,200,0
"EYE PRURITUS","0","0","0","0","0","VALUE",18,1,201,0
"EYE SWELLING","0","0","0","0","0","VALUE",18,1,202,0
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","2 (2.2%)","0","0","0","2 (3.7%)","VALUE",19,0,202,1
"COLON CANCER","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",19,1,203,0
"MALIGNANT FIBROUS HISTIOCYTOMA","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",19,1,204,0
"PROSTATE CANCER","0","0","0","0","0","VALUE",19,1,205,0
"Reproductive system and breast disorders","0","0","0","0","0","VALUE",20,0,205,1
"ABNORMAL UTERINE BLEEDING","0","0","0","0","0","VALUE",20,1,206,0
"BENIGN PROSTATIC HYPERPLASIA","0","0","0","0","0","VALUE",20,1,207,0
"ERECTILE DYSFUNCTION","0","0","0","0","0","VALUE",20,1,208,0
"PELVIC PAIN","0","0","0","0","0","VALUE",20,1,209,0
"Surgical and medical procedures","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",21,0,209,1
"ACROCHORDON EXCISION","0","0","0","0","0","VALUE",21,1,210,0
"CATARACT OPERATION","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",21,1,211,0
"SKIN LESION EXCISION","0","0","0","0","0","VALUE",21,1,212,0
"EYE LASER SURGERY","0","0","0","0","0","VALUE",21,1,213,0
"Congenital, familial and genetic disorders","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",22,0,213,1
"VENTRICULAR SEPTAL DEFECT","1 (1.1%)","0","1 (8.3%)","0","0","VALUE",22,1,214,0
"Metabolism and nutrition disorders","0","0","0","0","0","VALUE",23,0,214,1
"DECREASED APPETITE","0","0","0","0","0","VALUE",23,1,215,0
"INCREASED APPETITE","0","0","0","0","0","VALUE",23,1,216,0
"DEHYDRATION","0","0","0","0","0","VALUE",23,1,217,0
"DIABETES MELLITUS","0","0","0","0","0","VALUE",23,1,218,0
"FOOD CRAVING","0","0","0","0","0","VALUE",23,1,219,0
"HYPONATRAEMIA","0","0","0","0","0","VALUE",23,1,220,0
"Endocrine disorders","1 (1.1%)","1 (9.1%)","0","0","0","VALUE",24,0,220,1
"BLEEDING ANOVULATORY","1 (1.1%)","1 (9.1%)","0","0","0","VALUE",24,1,221,0
"Immune system disorders","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",25,0,221,1
"HYPERSENSITIVITY","1 (1.1%)","0","0","0","1 (1.9%)","VALUE",25,1,222,0
"Hepatobiliary disorders","0","0","0","0","0","VALUE",26,0,222,1
"HYPERBILIRUBINAEMIA","0","0","0","0","0","VALUE",26,1,223,0
